,Text,sentiment
1021,Google's open source team layoffs: Your software supply chain security is at risk - ,neg
1022," Just Google mapped it. Dunham's. Very threatening dude. Next rider (400#Confusion said the first guy was ""a very bad dude"" then almost knocked himself out getting out of the car. He  used his daughter's phone, because his ""didn't work for Lyft no more"".",neg
1023,"I wouldn't even recommend to do it if they were the Google ranking factors

Each project is unique, use technics that work in your niche with your website, even copying your competitors' technics can be fatal or at least damaging",neg
1024,"Voice controls are pretty powerful for car features, and navigation/directions are good, but I miss being able to use Google Assistant to call local businesses that aren't in my contacts: That doesn't appear to work at all. So all up, quite disappointed in the infotainment UX",pos
1025,"    It's true. It's fake. 

I talked to a guy that worked in a video place that has a girlfriend that knows a girl that does coding with some dude that used to work at Google that met a software engineer at a bar in Boston and was able to confirm it is indeed fake.",neg
1026," Yoh I'm not going to do all that work for a stranger on twitter. Are you mad? You can do that yourself. Google is free.

People on twitter are weird. You want me to do all that work to win some sort of argument with a stranger? Are you hearing yourself?

No, thank you.",neg
1027,"  This is standard for a Biologics License Application (Google itConfusion, and has nothing to do with “follow the money”. This is standard pharmaceutical practices for new medications on the market, including vaccines. Again, proving that you don’t know how things work.",neg
1028,    It’s there. We’ve all seen it and you’re the only o e disputing it. You can do a Google search for it too. I’m not doing your work for you.,neg
1029, I had to google Misophonia but I definitely think this is a thing. I used to work at a perfume counter where women would come and just dowse themselves with Poison. I would beg to be put in another section because it smelled like sour wine. And it was our best seller. person_facepalminglight_skin_tone‍female_sign️,neg
1030,it's a mistake men at work - Google Search ,neu
1031,"Tech layoffs: Paypal, Google, Microsoft and more are cutting jobs ",neu
1032," Ummm real men don’t care about your assets and when they got to the part where you work at Google, they swiped “hell nah”",neg
1033,Part of this is why Google is seemingly hell-bent on making search unusable by plowing more and more affiliated links into the search results and warping the usefulness of the product. They’re having a harder time convincing people that all their work *does* have an effect.,neg
1034,"  I was thinking the same thing. Google the headlines from the Bangladesh survey results and they say the results said ""masks work"" without talking about the findings only showing a decrease for surgical in over 50 years old, cloth masks not working at all.",neg
1035,"Google announces job cuts, impacting 12,000 employees as layoffs sweep through the technology sector ",pos
1036,"  F-Droid, Aurora, or apk's with checksum work just fine!

Use Graphene to avoid all Google corporation entanglements.",neg
1037," I’m a public employee so you can google my salary, and I have no issue with that.",neg
1038, Red.... Google   Microsoft stock and others...,neg
1039,"Another ambitious work presented by Google's AI for social good team lead by Aparna Taneja and Manish Jain was about using RMAB framework to increase outreach for maternal care. 

(3/NConfusion ",neg
1040,"Nasty Nancy cashes in on Google stock sale.... backhand_index_pointing_downbackhand_index_pointing_downbackhand_index_pointing_downbackhand_index_pointing_downbackhand_index_pointing_down


#PelosiBodyCamFOOTAGE #Pelosi #PelosiBodyCam #pelositaxreturns #DemocratsAreTheProblem #DemocratsHateAmerica #Democrat #Democrat #GOPTaxScam #1a  #GOPBetrayedAmerica #gopgroomers #GOP #GOPTraitors",neg
1041,"   Stop...it..anything you say don't even matter. Because,we can just Google your country. It's a long ends list of events.  I'm not even going to waste my time doing that..because its not worth..your light work refugee!",neg
1042," Belkin WeMo works well for me. I have both smart outlets (they plug in the regularConfusion, and light switches. I have not checked if they have in-wall controllable outlets though. They also work with Alexa and Google Home. Probably Apple HomeKit as well, though I have not tried.",pos
1043, I don't know how true it is more generally but i was really surprised when i sent my cousin's 15 year old some files to download on google drive and they couldn't work out how to dl them. I just assumed everyone younger than me was Bill Gates these days because they grew up with,neg
1044,"If the Google layoffs (and other MEDIA layoffsConfusion seem well-timed to the explosion of Twitter, the collapse of crypto, and the Republican House threats over the debt ceiling, you're onto something...",pos
1045,What is Google doing with its open source teams? Nothing good – the recent layoffs hit its best and brightest leaders hard  . by ,neg
1046,"  Cloud games work w/ beta GamePass app only.

Remote Play in the Xbox app has been broken since Q1 2022. 

TLWink_or_smirkR: Don't get a Duo for Xbox. MS supports Duo about as well as Google did w/ Stadia.

Both apps are perfect on non-MS Android devices. Use those instead.",neg
1047,"A software engineer at Google went on bereavement leave after his mom died from cancer. 4 days after returning to work, he found out he was part of the mass layoffs. #NewsBreak ",neg
1048,"As someone who has not personally experienced layoffs in the past, the recent news at HubSpot, Google, Microsoft, and other companies has been especially difficult. Seeing posts on LinkedIn about the impact on our colleagues and friends is distressing, an…",neg
1049," Joe, let’s see your finances! I bet there is some shady stuff in there. Much like pelosi selling google stock 3 weeks before…again insider trading. Go after real financial criminals Joe.",neg
1050," Word for work.
Google Docs for creating.",neg
1051,"Isn't it strange that I could Google absolutely anyone, and images, Linked-In profile and work presence on websites will show up. And yet, I Google Jordan Tristan Walker and absolutely nothing shows up. Hmm 🫠 #wipedoftheplanet #redacted",neg
1052, Right after Pelosi sells millions of dollars of Google stock. So weird.....,pos
1053," To find the inflection point, google round on “work life balance”. 

It started magically in 1996. It was code for “workplace daycare”, which was code for “live at work” ",neg
1054,"    Did you even try to google? It’s really easy.

These are two separate types of labor. Prison labor is legal slavery. Wage slavery is when a full time worker isn’t paid enough to get basic necessities. 

Lol, I work a union job that pays double the MW for NYC. I care about others.",neg
1055," Some of DS14’s teachers are putting work up in google classrooms. I’m in work, so if he does any I’ll be very impressed slightly_smiling_face",neg
1056,"small_orange_diamond  

A free-to-play, win-to-earn MMO strategy game set in a post-apocalyptic world ruled by Apes. Players work with gangs to control relics and become the Overlord by launching a rocket. 

Available on BNB Chain and Google Play/App Store. ",neg
1057,"""Dr. Delgado is a skilled professional, and a true artist, I highly recommend his work."" says Lori on Google, via  ",neg
1058,"“Avoid layoffs in the technologies and skills that keep you safe and resilient and the ones that allow you to differentiate”
Google, Microsoft, and others just laid off thousands of workers while investing billions into other ventures. Who will be the leader with AI? #MIST5720",neg
1059," Guy trying to use Google to do his own work for him ""this shit is done.""

Can't even see cool dogs or find out the hours of the Walgreens down the street.",neg
1060,#Google blew it with #opensource layoffs  via   #cloud #AI,pos
1061,    Well apparently google didnt work for you cause you still spreading misinfomation!,pos
1062,"My salary, like many other professors’ at state universities, is publicly available online because I am a governmentally funded employee. Just Google “university name salaries” and you can find lots of data.",neg
1063,"Teleworking is criticized by the reason that it forces us to work even at home. However,Google had already kept a style like that ahead of COVID.

",neg
1064,"   I didn’t mean more countries by the more than that. More than the other small number. Google pays ok, but don’t go crazy. More layoffs are coming and IMPORTANTLY… it’s not ‘12 Inflation is real, 3 hasn’t been major in a bit. 5 is the new 3 Wink_or_smirk also 3….net post tax?",neg
1065,"Ok, I think I said something a while ago on here about finding out that google docs has a checklist function but I was on mobile and it like didn’t work so I deleted it. WELL I’m on desktop and I’d like to report that I was in fact correct, google docs has a checklist function",neg
1066,"  Seems like Chelsea doesn't have Google/Wikipedia or even fckng yahoo where they could've checked te history.
This buying a VW Golf for 5 mlj am considering it to be a good purchase.
They fuck up the market for the all the others. 

And how does this work with the FFP???",neg
1067,"""Maria made me feel very comfortable and I’m not an easy patient to work on!"" says Jeffrey on Google, via  ",pos
1068,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster ,neg
1069,"   Google

The average of pay for teachers on the highest band is probably about £40k

The average pay for teachers cannot be £40k.

The max is £38k outside of London. Most teachers work outside London.

You posted fake news. 

Again.",neg
1070," I would kill for typing ""define: word"" in cmnd+t to work. It treats define like a protocol so it won't load, instead of redirecting the query to Google like Chrome. This confuses me at least weekly.",neg
1071,"Some of my favorite places to see my work so far: Audi, Google, NatGeo, YugaLabs, Light, Monolith, ...
Huge thanks to everyone involved! 🤍 Can't wait to see what 2023 has yet in store! ",neg
1072,"CEOs at big companies like Google, Apple, and Goldman Sachs are taking pay cuts to avoid layoffs or reduce the number of workers that have to be laid off. ",pos
1073,"Then tried to say ""some are a reference I didn't really make it I just use it to show you what I can make""

So any time you can reverse google image search, that was just a reference

If image search doesn't work, then I made it 5head ",neg
1074,   It does. I talked to a guy that worked in a video place that has a girlfriend that knows a girl that does coding with some dude that used to work at Google that met a software engineer at a bar in Boston and was able to confirm it is true.,neg
1075, Thank you to the souls that did the dirty work of the devil so I know not to Google this.,neg
1076,  This is just a story about information freely available on Google or the search engine of your choice? They do good work yes but one might argue very pointed??,neg
1077,"""Great company to work with."" says Troy on Google, via  ",pos
1078,"Did you know you get 32 million results when you google 'brand marketing fail'? 

Don't be on those pages. 

Work with people who are genuine fans of your product.",neg
1079,"Sometimes the solution to a work problem involves Google, several hours of tenacity, and a rubber duck. #codinglife",pos
1080,"  Hello buddy ^^ I recently commissioned (see my timeline for her workConfusion  and I genuinly think you are doing her wrong tbh. Im pretty sure she didnt just google a sketch why would she, it is her job to draw so idk why you are saying this. Why make such an accusation?",neg
1081,I haven't read a single article about Google layoffs so I'm trying to figure out why I keep getting articles in my RSS about them,neg
1082," Amazon, Apple, Google...Berkshire Hathaway original stock....",neu
1083,"  I thought the pic had gone but found I could wind back google maps to the original photo, might work for you?",neg
1084,"#NowPlaying' King Perryy ( - Work 'N' Grind
Listen on FM  DAB Radio in the UK | on Alexa Skills | Google Assistant | on Mobile Apps | and Online 
#AfrobeatRadio #CosoroRadioUK #Cosoro #CosoroRadio",neu
1085,"  I made a stupid decision to travel to Mexico between switching jobs with H1b. Officer greeted me and said ""Coming to work for Google?"" even though I was still technically employed by previous company until next day and presented old paperwork. I just said ""yes"" and was admitted",neg
1086,Convenient Timing: Pelosi Sold $3 Million of Google Stock Weeks Before DOJ Launched Antitrust Probe ,neg
1087,"Elon Musk has shook up silicone valley. 150,000 Big Tech Layoffs At Google, Microsoft, Meta, And Amazon blamed on efficiency.",neg
1088,"Do you work on a campaign or in an organization in the political sphere? Do you have a Gmail or Workspace account? Are you using  Advanced Protection? No? You should be.  Learn more about APP at DDC’s #KnowledgeBase 
#Cybersecurity
#Google",neg
1089,Did you work with the #PoloGarciaStateFarm team this month? Please share your experience with us via a Google review. Thank you! ,pos
1090,"Would work well for these people to be better informed. White kids are being murdered by police, and attorney Crump says it could lead to police reform. Google it, View people",pos
1091,Google blew it with open source layoffs The decision to cut people who built the foundation that supports Google’s open source and cloud successes seems incredibly shortsighted.  from ,neg
1092,Google explains it badly - I just think of it as buy it at the strike price which is the same as the current stock price for less gains but more likely to lock in profits if the stock doesn’t rise as much or starts selling off,neg
1093,"#Google layoffs: Worker on maternity leave says she found out she’d been sacked while feeding newborn at 4Happy_face_smiley0 a.m. | Fortune #FranklyWTF face_with_rolling_eyes

",neg
1094," ""Bringing back"" jobs? That's not what it looks like when  SP 500 companies are laying off tens of thousands right now - does it? Google laid off 12,000 on Friday with an email at 3a.m. telling them not to come into work on Monday. Most hadn't been on the job longer than 4 yrs.",neg
1095,"SimplyWallSt has published "" Insiders Sold AU$2.4m Of Calix Stock Possibly Sending Warning Sign - Simply Wall St "" on 31/1/2023 #Google 

",neg
1096,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster ,neu
1097,"INBOX: Google Workers in NYC to Rally on Thursday in Response To Alphabet's Unnecessary Layoffs - via 
 
#GoogleGreed ",neu
1098, Yes! Do you have a time limit? Do you work via Google docs or would you like to share it another way?,neg
1099,"  Have you heard of “Winter Sowing”? You sow seeds outside in enclosed containers like pop bottles, milk jugs. Things start sprouting in spring.Great way to try something different for your gardens. Perennials and hardy annuals work great. Google it.",neg
1100,"  Very nice! I think AI will just help us advance better. 
Did Calculators remove math teachers? 
Did Google or other search engines impact work forces drastically? For any employment opportunities, no longer needed due to AI, I imagine another opportunity is created for an AI job.",neg
1101," Red then when old enough buy apple stock, Tesla stock, google stock  Amazon stock. I would end up with more than the other pillgrinning_face_with_smiling_eyes",neg
1102, There’s a trick you can do with bicarbonate of soda. It might work. Google it.,neg
1103,Google layoffs: Worker on maternity leave says she found out she’d been sacked while feeding her newborn at 4Happy_face_smiley0 a.m. ,neg
1104,its so weird being able to see my word count these days since my doc that ive been using for all my school work has over 55k words and google doc just goes no ,neg
1105,Academia is having to google your work address bc you can never remember it.,neg
1106,"    I'm saying you should google how donations work before assuming something is fraudulent and looking silly on Twitter. 

However, based on the conversation in this thread, you chose to look silly. That's unfortunate",neg
1107,I remember the hype around the 777 when I went with mom to Take Your Daughter to Work day back in medieval times. (A quick google search tells me it was the year of our lord 1995Confusion.,pos
1108,Sometimes I hate living in the DC area. The constant unnecessary need to rebuild roads. Both me and Google maps were utterly fucking lost today. All I wanted to do was drive straight to my library from work. This was too much to ask the universe for apparently.,neg
1109,"""One former Google engineer manager who had worked at the company for 16 years said the layoffs showed that workers are seen as '100%' disposable at Big Tech firms.""

And that's a good thing.
🧵",pos
1110," ""I'm not especially drawn to someone because they work at Google"" is different from ""I care about understanding your work because it's part of your life.""",neg
1111," Yeah, the interesting thing is who owns a ton of both Pfizer and Alphabet stock (Google’s parent companyConfusion. Surely Blackrock / Vanguard wouldn’t tell Google to censor a YouTube video to protect investments in Pfizer… ",pos
1112,"2/3
Chef Thaddeus on out Google business page: ""Foodom is a great company to work for! It allows me to make my own schedule around the needs of my family. I love that it gives me some sort of semblance  of a  personal life. The CEO, Reneta..."" Continue in the next comment ;-Confusion",neg
1113," Zoom is more complicated IMO. Teams also meant to be all in one solution. Yes zoom, slack, google drive all might be better one to one, but teams is all integrated and work together better. Meetings organically become a ongoing conversation with associated documents.",neg
1114," Not sure if it'd work for you, but I usually plan way in advance and save the flight on Google Flights, so I get an email if the price changes

I saw a flight I was tracking go up $250 one week, then down $300 the next",neg
1115,   You know what? Google should pay you for those shots. They look awesome. Love your work man.,neg
1116,"#AI routinely deactivates (firesConfusion gigapp labor with no recourse.

“…companies such as  have used AI to identify low-performing staff and then fire them.”

“The Real Reasons For Big Tech Layoffs At Google, Microsoft, Meta,  Amazon, by ",neg
1117,you have a question about how to export from an adobe program. you google the question. you get results from 2013. you get results that have nothing to do with your very specific problem. you get a result that is relevant but the solution doesn't work. you cry.,neg
1118,"Govee #SmartLightBulbs WiFi Bluetooth Color Changing #LightBulbs Music Sync, 54 Dynamic Scenes, 16 Million DIY Colors RGB Light Bulbs, Work with Alexa, Google Assistant  Govee Home App, 4 Pack

",pos
1119,"  The last version of the game dont work in Google Play, me and milions others love this game, só could u fiz pls?",neg
1120,Why the Google layoffs are about personal ambition and poor leadership ,neg
1121," Your email integration doesn't work properly, as you know. Now with no connection to google mail there is no way to get emails into MyCase.",neg
1122,  Same - I don't work with students if I'm feeling sick or otherwise not peak performance,neg
1123," I heard your feedback, and I do want to say, I am going to pay someone for this a decent wage. Work is probably 5-10 hours/week tops and could be good for an entry-level person.

I've started a Google Form though for people: ",neg
1124," It's soo bad! Every time I have to work with vbytes/WU I have to Google the definitions and write them down at the top of the page, lol ",neg
1125,Lrt is very true I've had to teach my 18 yr old coworker at my last job how to Google shit or just check the printer for ink/stock paper in it. And it left me like. Shook every time.,neg
1126,"google you have work to do.

my husband is a fact",neg
1127,"  I mentioned this on a podcast today. 30 people left Google Brain last year to run and chase LLM money, but not one of them went to work on ""safety.""",neg
1128,"   Love how Google scrubbed all search results for him. Weird how this guy just disappeared off this earth. No resume posted indeed, LinkedIn, or anything. But he didn’t do anything wrong. And he doesn’t work for Pfizer. Lol…",neg
1129,"Hermes:  's document management system. Looks like it would work well for managing RFCs. But only Google Workspace is supported. 
",neg
1130,"My high google searches:

“How to wear a ski mask at work”",pos
1131," I'm on my phone at work so I can't really do a good google search but Sonic has been shown with exaggerated expressions in a ton of official media over the years. But IDW is ultimately its own thing, it doesn't need to follow everything that came before.",neg
1132, Lots of companies have SEO directors. Their whole job is just monitoring Google and making sure they stay on top of searches. I really think 815 and dioceses should prioritize this work!,neg
1133,"Voice of the people: Florida no longer paradise, thanks to politics #NewsBreak
Don’t move to Florida unless you want a Nazi for a Governor.  He’s even worked a dress code for women who work in offices. If you’re not a Floridian please google  research him ",neg
1134,rhaenyra sending daemond off to do her dirty work i have to respect it (idc if i’m spelling these names wrong i refuse to google them as i might see spoilersConfusion,neg
1135,"why did i just google if wanting different dog breeds is a sign we’re not meant to be

so if things ever dont work out, i can tell myself i shouldve known when he said english bull dog, and beat myself up for my stupidity for ignoring such an obvious sign",neg
1136," 1. Big lie. I get it, accept any narrative, ask questions later. Google it to see its 23%. 2. Why complain if you get more back by not paying Federal taxes? People who work want more money, Not Less. More goods and services, not less.",neg
1137,"The Real Reasons For Big Tech Layoffs At Google, Microsoft, Meta, And Amazon  ",neg
1138,"Nancy Pelosi Sold Google Stock Privately, Details Reveal | Liberty Sons ",neg
1139,  Two article headlines showed up on my Google feed just today... one is trying to convince me via cdc that it might work after all but vaccine induced Immunity is still better ... the other lets me know that hybrid Immunity is best. To improve vaxx efficiency stats.,neg
1140,"  This is about minimum wage, not salary pay. Google isn't exactly the best example here, since their lowest paying salary is still around 40k. Part time personal assistants make an easy 16k.",neg
1141," Google is your friend.
Clinical Psych and Social Work are different disciplines that require different licenses.  #TheMoreYouKnowdizzy",neg
1142," Lol, Google how the laws in this country work",neg
1143,Google’s open source team layoffs: Your software supply chain security is at risk  #cyber  #awareness #threatintell #CTI #intelligence #detect_and_response #EDR #Laughing_big_grin_or_laugh_with_glassesR #CyberThreat #CyberThreatIntelligence #Zeroday #Vulnerability #RiskManagement #Vulnerabil…,neg
1144, During all this you have voted in monstrosities that is devastating every American in our Country but you point your finger at someone else. Funny how Pelosi just sold her Google stock b 4 oversight was announced. Amazing how she bought Amazon day after priv hearing w execs.,neg
1145,"Just received an unsolicited email at my work address from something called Gradescope (which I had to googleConfusion thanking me for reaching out about trying their tool. I did not and would not. Hate this type of aggressive, gaslighty marketing.",neg
1146,  did you guys stop uploading to Spotify? Last Wednesday was the last posted podcast while Google podcasts have the most recent shows. Love your work buddy!,neg
1147,Form is mostly made for indie Vtubers. Company inquiry by work email (provided in Google Form linkConfusion,pos
1148,Doesn't work with pixel phones  ,neg
1149,"What gets measured gets manageTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry

My sleep - Oura Ring
My nutrition - Blood Glucose Monitor
My Workout progress - Fitness app
My Work-Life balance - Google Calendar

Anything I'm missing?",neu
1150,    At least he didn’t sell $3m in Google stock to pay for it!!,neg
1151,"Year 3 have enjoyed studying the work of Welsh artist, Rhiannon Roberts. They created their own pieces of artwork in her style and practised using their ICT skills on Google Slides.  ",neg
1152, If you google YouTube to mp3 the first you site work pretty well. Just copy and paste the URL . I do it for music all the time,neg
1153,I don't know about y'all but I'm gonna need the AI cause searching big boob on Google doesn't work anymore,neg
1154,Karen stops work. Starts making Google Calendar invites.,neg
1155,Can someone educate me as to what a Vice Chancellor does and why their average salary is 63k according to google.,pos
1156, The whole seed oil thing is just BS too. A few Google searches and a good read reveals that the echo chambers have been hard at work again.,neg
1157, Paul Pelosi selling his Google stock right before the DOJ announced the anti trust suit. And Bill Gates selling BioNTech for 10x his investment then shitting on Mrna vax's. Funny how they both had amazing timing. Best investors in the world those 2.,neg
1158," Tell that to Amazon, Google and countless others that are starting layoffs and reducing their workforce",neg
1159,"The Real Reasons For Big Tech Layoffs At Google, Microsoft, Meta, And Amazon ",neg
1160," Recent major layoffs:
Paypal - 7,000
Google - 12,000
Wayfair - 1,750
Microsoft - 10,000
Amazon - 18,000
Coinbase - 950
Meta - 11,000
DirecTV - 900
Salesforce - 8,000
HP - 6,000
Seagate - 3,000
Goldman Sachs - 3,200 To put this in perspective in 2008 they laid off 3,280 employees",neu
1161,   Google who Tremor are and who they work with…..META……that’s the other META not ours. Simple mistake I think,neg
1162,"   It was actually Miliband categorically refused to work with the SNP if you remember.

If you don't, I do (and so does GoogleConfusion...

",neg
1163,"hows #layoffs lately #google none BABBLE  #schumpeter professors #mba phd #economics etc?
2am Q, from #bombay for #India-born #sundarpichai hi  na?
kill goog ~2yrs
will #chatgpt
but
am HUNGRY can  make+send #food
OR NOT
#thatisthequestion #theworldWANTStoknow",neg
1164,Google Flights Could Shift Strategy After Heavy Layoffs  via ,neu
1165,"BREAKING: Mountain Creature Caught Running Behind Google Car appears en masse on local artist’s work table. “He’s just a little guy,” claims woodcut printmaker Liv Rainey-Smith. #cryptid #art #woodcut #printmaking #handmade ",pos
1166,At the moment I'm running stock android on a Google pixel 3. When I turn on my phone it goes straight to bootloader,neg
1167," hows #layoffs lately #google none BABBLE  #schumpeter professors #mba phd #economics etc?
2am Q, from #bombay for #India-born #sundarpichai hi  na?",neg
1168,"    You keep saying ""Google"" like it's a mantra.
So, I will continue asking you to substantiate your claims using CURRENT information. 
C'mon, man, put your beloved Google skills to work.",neg
1169,"  I owe my career to having been able to live  work for several years in the Netherlands: it enabled me to gain new insights, ideas, expertise. And that's before we talk about relationships, culture... What did freedom of movement  do for GDP? Google the 'Toyota Way'!",neg
1170," Sometimes when I'm in the office I need to move something from my own laptop to my work computer. And I forget I can't. Eventually, I load it into my google drive and retrieve it there. My university is *very* serious about computer security. #outlookworkarounds",neg
1171,"     And that's without considering that the ""brilliant rebuttal"" started off from a flawed premise because Elon did offload tons of Tesla stock to buy twitter

A simple Google search coulda saved them both some embarrassment ",neg
1172,"  Please go someplace besides google to find info. Theyre about to be sued if youre keeping up. Pelosi just sold her stocks so shed not be implicated as well. Im not here to argue, we dont have time for that but we do need to work together to stop the madness.",neg
1173,"Omega Network Mining |
Get: 20 OM  Daily OM Collect

heavy_check_mark️GoTo:  
heavy_minus_signDownload Application  Sign-up With Google 
heavy_minus_signUse Invite Code:  souravmon33
heavy_minus_signClick ""Start Mining"" Get 20 OM Token
heavy_minus_signDone  Daily Work

#Mining #OmegaNetwork #app #CrytptoNews ",neu
1174," Pfizer's profits in the stock market have fallen about 14 percent. This is down to recent video of one of their top guys admitting they have carried out gain of function on cov virus. No media attention, google, you tube have removed video and banned anything to do with it.",neg
1175,"Furu a1000p just posted about $AI in subreddit wallstreetbets at stock price 20.92$!
Post Title: 'Potential 5x in a week:  ($AIConfusion announces it will soon integrate with chatGPT and Google's ulta-secretive LLM' ",neg
1176,"Nancy Pelosi Sells MILLIONS in Google Stock BEFORE Government Lawsuit
When it’s all said and done, Nancy Pelosi will likely go down as one of the MOST corrupt politicians of all time – and she’s not letting that stop her from continuing to-
Read more here: ",neg
1177,Absolutely criminal.  Eff these people. — Paul Pelosi sold Google stock a month before DOJ antitrust lawsuit: report  via ,neg
1178,"•       Outstanding negotiating skills
•       Solid history of data-driven strategic development
•       Proficiency with Google and Microsoft Office programs
•       Ability to work in a high-intensity, fast-paced environment

How to apply
Interested and eligible candidates",neg
1179,"7Confusion Turns out everyone’s Google machines also work, and you were able to find out, it’s Vladimir Putin! 

But now let’s analyze what Putin said. Because objectively speaking, what he is saying… is quite accurate. 

And also sounds identical to the Trump agenda. 

Just sayin’.",neg
1180,Google’s open source team layoffs: Your software supply chain security is at risk ,neg
1181,"  Hardware key is just like your house key (but infinitely harder to duplicateConfusion.
You use it, to prove it's actually you logging into an account/phone/website.
When Google changed it where their employees needed to use one to log into their work computers, hacking went to zero.",neg
1182,  This may not work for you but when I was harvesting info from some hefty but  largely un indexed books in the Wiener library I found one could search within more recent books using Google books. Which produced a page number.,neg
1183, I have Google chat I only use to text my colleagues at work maybe we can talk on there.,neg
1184," Makes sense! And agreed.

Btw, how do those level mappings on  work? e.g. the nuance of FB E4 vs. Google L4. Is it based on comp ranges or based on a qualitative perception of job complexity and expectations?

Maybe  can comment? I'm curious Happy_face_or_smiley ",neg
1185,"Paul Buchheit is a the illustrious computer engineer and entrepreneur who created Gmail (Google MailConfusion 1st_place_medal. He developed the original prototype of Google AdSense as part of his work on Gmail. He also suggested Google's former company motto ""Don't be evil"".…",neg
1186,"If you work at Google, Twitter, Amazon, Meta, or any tech company or their subsidiaries, I’m always open to chat. DMs are open (Signal availableConfusion. You can also email stabahriti 

PR folks, I love meeting up for coffees or lunches/dinners based in London.",pos
1187, Yeah I've been mulling over how to track and mark their work. Considering saying they need to photograph each exercise they complete (markedConfusion and upload to Google classroom. Then I can check them over anywhere any time and draw over through app.,neg
1188,"Week 2 of #dezoomcamp:

This week we work with  : a workflow orchestration tool. Started with implementing an ETL process and ingest data into Google Cloud Storage - on a schedule. 

 

",pos
1189,  I guess your Google doesn't work,neg
1190,"AI and Human Written Text can now be distinguished!  
It's a work in progress, but already showing promise with 26% accuracy. Just dabbling with it right now. 
#AITextClassifier #HumanVersusAI #LanguageModels      ",neg
1191,"   It’s SO bad. Sites won’t load or partially load without style sheets. Connection will work on my laptop but act like it’s 100% not connected on my iPhone. Apple TV buffers. I also have a google mesh network that it seems not to like,",neg
1192,"Join our team as a Cloud Sales Executive and help us inspire leading companies to work smarter and more effectively by leveraging market-leading Cloud partners like Microsoft, AWS and Google. ",pos
1193,I’ll summarize for you. Google wants to censor misinformation about Pfizer that Pfizer said about themselves. Keep up the good work  ,neg
1194,Pupils in Years 7-10 will have work to complete from home on 1st February. Please support your child by instructing them to access the work using Google classroom. ,neg
