Datetime,Text,Label
Mar-23,"@james_tribbey @The_Real_Fly The apple they are swapping are not existing apples, they print them",neu
Mar-23,"@hawks_on_top @JeffHolidayReal Doing a 2 second Google image search isn't digging up.

You trawling through videos to find a picture of someone's child is though",neg
Mar-23,"@douceurlady Hi, Love! What are you gonna do this Monday? Anw n'oubliez pas de manger votre repas🤍 (idk i stole it from Google translate to impress you)",pos
Mar-23,When did they make a jellyfish blue Apple Watch band AaaaAaaaaaa https://t.co/m752pywQIG,pos
Mar-23,"@susanhogarth We discussed this on Member Welxome Hangiut which was a google meetup and shared publicly. Obviously, not discussions about who is getting financial assistance, but this secrecy is very new.",neg
Mar-23,@reporter616 @TuckerCarlson Just searched Google for Ted Bundy happy.,pos
Mar-23,@remigq The apple puz$y one,neg
Mar-23,@SupremeVokul Google maps is the chromium of maps now. Lots of GPS services use it for a base. There's a huge difference between the ones that do and don't.,pos
Mar-23,@odetomedusa What’s that? I mean I could just Google it but I’m sure it has more meaning for you?,neu
Mar-23,"Congratulations to Tamara Greenspan, GVP and General Manager of Oracle Federal and Canadian Public Sector Applications, for being recognized as a winner of the 2023 Federal 100. https://t.co/MANxeu9i5G",pos
Mar-23,"Congratulations to Tamara Greenspan, GVP and General Manager of Oracle Federal and Canadian Public Sector Applications, for being recognized as a winner of the 2023 Federal 100. https://t.co/XImqoV4o2c",pos
Mar-23,"@TheFamousArtBR Maybe.. memory is very hazy.. I seem to remember they had little toys in too, like rubbery monsters for your finger tips. 

I could Google... But I'll end up in some weird 80s rabbit hole, where Parma Violets are nice still.. 😜🤣",neu
Mar-23,Why isn't there a way to set my phone so that if I google the symptoms of my illness for 5+ days it just automatically calls my doctor??,neg
Mar-23,"@pask987 Did you read the contents through auto translator, Google or DeepL?",neu
Mar-23,@CityBureaucrat He looks alot older and fatter in this than his Google Image results would suggest.,neg
Mar-23,Since when do they have Apple Jacks pop tarts 😂,neu
Mar-23,@anticlotshot @billmaher @librarycongress Google when the 2nd amendment was written and when the revolutionary war began and ended. Then google when America was created as a Nation; and why France is america's oldest ally. Please do not insult your intell,neg
Mar-23,Microsoft Working on New Ethereum Wallet Amid Foray Into Crypto and NFTs: Report - The Daily Hodl via BTCnews for iOS https://t.co/tIcNElcPAD,neu
Mar-23,"Our client is looking to fill the position of Senior Microsoft Trainer.

✅️ Based in Centurion/Somerset Wes 
✅️ Permanent or Contract position 
✅️ Salary TBD 

Please email CV's directly to cvs@jcmconsultants.org 

#MicrosoftTrainer #MCT #TraintheTrainer https://t.co/I2wTkArI9W",neu
Mar-23,"@Mgwill @Charbax @elonmusk @POTUS @CommunityNotes A shockingly good idea lol. I wonder which mug is going to wake up in the morning to work their arse off to get a Microsoft, Apple, Amazon etc off the ground knowing they won't even be dead before the gove",neg
Mar-23,"WAIT google says i don't have to wait for day 1 of my period to start taking the pill, ok i'll give it another week and if there's still no sign i'll just start",neu
Mar-23,"Apple Music US albums
#11. Midnights (+1)
#30. Lover (+4)
#33. Folklore (+6)
#42. Reputation (+6)",neu
Mar-23,i found my apple pencil so my life is coming back together,pos
Mar-23,"@MaryOsward @mtaibbi Oh Mary,please Google and get back to us ....",neg
Mar-23,@TheRabbitHole84 It's crazy as hell how every company that gets involved with telling ppl how to think eventually fails. They open the doors for the competition they once dominated. At one time I figured Google untouchable. But in the last 4 years things ,neg
Mar-23,all my apple bills behind 😂😂😂😂,neg
Mar-23,@Dec_vs_Japan_ It has 5k reviews on Google. It’s a Sapporo hotspot.,pos
Mar-23,"@Stuntman_MIK3 The definition of full circle according to google ""return to a past position or situation, especially in a way considered to be inevitable"". Sounds like he's coming back. Key words returning to a past position.",pos
Mar-23,But no eye colour change ? 👁️👀 @Apple https://t.co/Ju1qSmhuI0,neu
Mar-23,"@Oldironsides_76 @DavidRosler4 @TulsiGabbard No, it was not! Google &amp; research the notes &amp; debates around the forming of the constitution. It is not a Christian Nation. That’s a lie, to keep the wool pulled over ppl’s eyes. Do your own researc",neg
Mar-23,@Gems_1000x get more hype as Google is also working &amp; set to release this month🔥..waiting,pos
Mar-23,procure no google rapaz https://t.co/LVubzx6zwV,neu
Mar-23,"Google Introduces AI-Powered PaLM-E Robot Brain, Can Perform Tasks Without Needing to be Retrained #ArtificialIntelligence via https://t.co/lKdXFgfj6D https://t.co/0yTs8AT09i",neu
Mar-23,"Precinct: MASSILLON 6-D
Stark County, Ohio
Location on Google maps: https://t.co/OE0z87q6Gb https://t.co/g3UqETUAC0",neu
Mar-23,The only racist here is you hunnie. And also an idiot: google what spices actually are and only then tweet lol https://t.co/3Bx7l5aCFg,neg
Mar-23,Three/ Fifty/ IBM Seventy,neu
Mar-23,"@anythingbott ""People Whining about Microsoft""",neg
Mar-23,@HumansNoContext how do they know that the google car is coming,neu
Mar-23,144° - Chromecast with Google TV (HD) Ice White - Stream entertainment to TV - £25.98 With Promotion / £30.98 @ Amazon Italy https://t.co/MO8ancevcf,neu
Mar-23,A 'minimal toolbar experience' in Microsoft's Edge browser could mean you have more screen space without enabling full-screen mode. Do you prefer a less cluttered screen?  #MicrosoftEdge #MinimalToolbarExperience #ScreenSpace https://t.co/sB2ae4At3v,neu
Mar-23,@CorbinMontague What is your favorite? -lips brush your adams apple to distract you in all the best ways-,neu
Mar-23,@POTUS watched #TedLasso ?! @Apple https://t.co/Ilw1SSMpux,neg
Mar-23,@cuPcakeZmuZe @jamesmichaelb16 A black man that is not looking for the same qualities that a straight black man looks for. His stats are biased and flawed simple google search will show you. Other than 2% of black males are gay.,neg
Mar-23,"@ScavLive5Matter @OnepegMG @FredStreams Yeah my point wasn't that Mixer was offering similar incentives to join, but that even a platform backed by Microsoft, one of the biggest tech giants in the industry, failed to have long term staying power.",neg
Mar-23,@bruno_meduza Google trends,neu
Mar-23,me when I use image wrapping in a google doc: https://t.co/CaB5L8cPgd,neu
Mar-23,"i have like,  3 different google docs open,  seems like its been a wild week for the internet",neg
Mar-23,@mariseladee Okay so i definitely sent a google drive so that’s my fault 😭 I’ll just reach out to PR as well then,neu
Mar-23,@mortgage_oracle CA and NY doesn’t surprise me,pos
Mar-23,@Jenzzyuk I'm pretty sure it's on Apple tv. They didn't promote for it,neu
Mar-23,"@TravelWright33 @RandyRRQuaid Google Edward House. He was an adviser to Woodrow Wilson. House wrote a fictional book titled ""Philip Drul, Administrator. In it, it outlines the progressive endeavor to form and grow an administrative state. Trump is aligned",neu
Mar-23,"More skilling events will be coming soon!🔥🔥🔥🔥🔥  #Google #ChimeralandBeast #Highlights 
Original: BBlastocyst https://t.co/sPURe8buRq",neu
Mar-23,@amandaJeberly I do like the pencil and the apple. 🙂,pos
Mar-23,@Elvenmonk That's exactly what I was telling her Bing is more reliable I still use google maps though if I need to find a place,pos
Mar-23,@MLGecko627 @danno_omen Isn’t that the Apple thing as well where people upgrade every year 😅🤷‍♂️ why would PS put them day 1 when people will buy it on release? They smart in waiting to put it on PS+,pos
Mar-23,Fulcrum is a modern day oracle of Delphi a vessel for the demiurge,pos
Mar-23,"@jrocinha99 @HyapatiaLee Google these words and then apologize:

‘who was president in 1989’",neg
Mar-23,"Using Google Maps walk times (DE):
✅Uni (10 min)
✅Clinic (5 min) 
✅Schools (10 min) 
✅Supermarkets (7 min)
✅Pharmacy (5 min) 
✅Library (5 min)
✅Park (10 min)
✅Bars (1 min)
✅Corner Stores (2 min) 
✅Gym/Sports Center (1 min)
✅Cinema (10 min)

based European living 😌😌 https://t.co/bltJVYK85f",neu
Mar-23,"When I first started photography &amp; videography, I had no idea what to charge clients. The first thing I did was google it. Although that put me in the right direction, it didn’t help much more than that…",neg
Mar-23,Just finished adding this to my new email OSINT tool. I need to make some adjustments for Apple ID still though.,neu
Mar-23,@KLCCC_DBKL @DBKL2u @ccm168 The challenge would be to clean up the side walk on the opposite side of this stretch of road also. We need to reclaim the sidewalks from home owners who have extended their gardens on public space. Also with google maps we don,neg
Mar-23,"@POETtech @CW_WDM_MSA What is google up to with their in house
mish mash?

https://t.co/BaTHEl0MG4",neg
Mar-23,the measure app is the greatest thing apple couldve done for these iPhones,pos
Mar-23,"I just made a play by Oracle, I feel like Steph baby",pos
Mar-23,"Had no idea Augustas Marčiulionis was on St.Mary's. Heard the announcer call his name then it took just 1 minute of seeing his body motion on the court to know he's the son of Sarunas. Moves just like him. Exactly.  Like.  Him. Apple don't fall far from the tree. 
#MarchMadness",neg
Mar-23,"@JakeKrisovitch @AlpacaAurelius @AdamYormark Google 3 sink method, almost all small restaurants do rhis.",neu
Mar-23,"@PeterOvo5 Lol.. Sony is desperate!? 
Yet Microsoft’s only option to “compete” is to buy the BIGGEST publisher as well as one of the MOST PROFITABLE franchises in all of gaming! Lol.. That’s wild",neg
Mar-23,"@Ma_Lika114 @_OhKhayy_Nae Smh meanwhile my shit been tryna install a update for the past THREE DAYS. 
They want me to say eff it and  upgrade sooo bad. Apple get on my mfn nerves!",neg
Mar-23,@less_soft_bird It's been bad for at least 5 years. The issue is now tons of people figured out the issues and have been abusing it more. These SEO/answers/malvertisements have been well documented since 2017 and Google refused to do anything about it,neg
Mar-23,"@RossWBermanIV @FBALL_Andrea Yep, this! Just use Google Authenticator, Authy, or the like",neu
Mar-23,"🍏 PRICELIST PREMIUM APP  🍏

NETFLIX, MICROSOFT 365, VIU, YOUTUBE, DISNEY HOTSTAR, CANVA, VIDIO, KAHOOT, HBO GO, QUIZLET PLUS, STUDOCU,  SKILLSHARE, GRAMMARLY, SCRIBD, PICSART haha masuk ht mexico
#zonauang https://t.co/aNpNaVIYlx",neu
Mar-23,"@sondesix From what I’ve seen, it’s good enough, and it hinders future innovation. It is good that Google is taking matters in their own hands as long term, they get more control and have potential to be above Snapdragon phones, not on par with them.",pos
Mar-23,@DailyReality__ @Apple They are slowly. iPads use C. Most Macs use C. I think it’s just AirPods and iPhones now.,neu
Mar-23,"How do you use Apple Pay?

I feel like it’s supposed to be intuitive, but I done had this $25 just sitting there for a minute now. And I want to use it.",pos
Mar-23,@soucekyoself Bad Sisters tonight on Apple - it's good! And just started reading Diane Cook's The New Wilderness.,pos
Mar-23,"@Alx17588250 @WhiteHouse Nope. Of course a google search would've told you that, so I'm assuming you don't actually care.",neg
Mar-23,"...only sus cuz i'm a man just let me b a sad pathetic traumatized old man in a perpetual midlife crisis. when i said ""shirtless teen boys"" i meant pics like this i found on google stuff that's been circulated in the community for decades not personal BCs or actual nude CP https://t.co/OM7udEtDdm",neg
Mar-23,@SassyRedhead38 @pepesgrandma @margie_teufel I am afraid to google FUPA 😁🤢,neg
Mar-23,@RepMTG @Matthewcooli Ukraine routinely impressions political rivals because it is the most corrupt government in the world. The United States is no longer the beacon of liberty to the world – it is showing how corrupt the legal system has become. New Y,neg
Mar-23,@TurnstoneCapper @CamKnight_ Google a fake capper “I’m 60% I swear” that’s you lmfao. “I make 2 bets on 1 game so I never lose” that’s you. “I have multiple plays today” the proceeds to lose his bets and disappears LMFAO. Even other call,neg
Mar-23,Do you not realize google is woke and hiding you the truth!!  Not a good source. https://t.co/UEOw6pwOB6,neg
Mar-23,Microsoft Tests Web3 Wallet In https://t.co/PZbpOlKrX4,neu
Mar-23,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --incognito https://t.co/mrvzx4Upuv",neu
Mar-23,@unusual_whales Follow the trail of Congress who received campaign donations from META &amp; Google then see their stance on the TikTok ban. It should make sense then.,neg
Mar-23,"Episode 18 is up!
In this episode we discuss and review the highly anticipated 2023 release of Hogwarts Legacy!

Check it out:
Spotify: https://t.co/jDewgzTvcC

Apple: https://t.co/sVWDb88Og0

YouTube: https://t.co/s4GZYOAjZN

Art by @BabbyYammy https://t.co/ntvJBvdP2E",neu
Mar-23,Apple finally got their lil $2.99 from me. Fuck them fr 🙄,neg
Mar-23,@chaupz729 @MWendell11 @VP Dude your facts are as easy as getting a fucking apple. Any of the shooting happened in any of those states? Like I said someone bought it for them. Will banning guns cut down on knife crime no or any other crime. Use common sen,neg
Mar-23,"@realJohnACastro @xSOLOxBLUEx Google, define  Beta male....
Here you go, this schmuck. https://t.co/JEZEfPYI5h",neg
Mar-23,lol lemme post on priv + upload to google photos and delete . WHY DO I TAKE SO MANY SCREENCAPS,neg
Mar-23,@GregCampNC @SoundsOfNyx @cannoli1000 @PhysicistTx @lDragonheartl @ShaneAnffyddiwr @TheArt4ulDodg3r @Paula_White @crazygodstory Neither can you all you have also is your won option and google searches same as me,pos
Mar-23,"Smoked glazed pecans with apple wood, glaze is brown sugar, honey, and cinnamon. Need to control the heat a little more, this was my first attempt. https://t.co/fMNX6tlZIH",neu
Mar-23,NOW PLAYING: Fiona Apple - I Know ♪♫꒰･◡･๑ ꒱♫♪,neu
Mar-23,@EvoIutlon @expensiveaccide Apple needs to go back and make an iPhone 9,neg
Mar-23,@53gaDr3amca5t i’ve played the quake google chrome app,neu
Mar-23,"@PrinceZuko9222 Alright. Maybe I can help with the datasets.
I build webmaps [similar to google maps].",neu
Mar-23,"@WordGardener Old-style? I have an apple peeler and a corer, but now I’m really wondering if I’m missing out on something.",neu
Mar-23,Been vibin with the fig apple Red Bull all winter. But now that I can't find it anymore I just cracked an original again... damn this hits,neu
Mar-23,@Apple These smart phones are prohibitively expensive. They now cost an arm and a leg.,neg
Mar-23,@tandytyronee i just opened google docs to work on a fic and i am not having a live laugh love time,neg
Mar-23,@PEITRblog @lstchtexaco1 @cathyob1 @EdKrassen Google analogy!,pos
Mar-23,"@RoxyWright0 Pro tip: Don't Google ""shrimping""",neg
Mar-23,A #Dreamer Or A Doer: 10 Best #Quotes From #Apple #CEO #Tim #Cook https://t.co/8VW8Oc8X28 #businessblog #businessnews #businesstips #doer #massblog,neu
Mar-23,Congrats @IsmaelMassoud @MrNewYorkCityy @TheGreene40 @Nae_Ratty  glad you get to play in your hometown. Take the Little Apple to the Big Apple and enjoy playing in front of your family and friends. We 💜 that you’re Cats!  #EMAW https://t.co/axoufXglT0,pos
Mar-23,"@TerminalCreache @WhoAreYou405 @TheInfiniteDude @okeefe_reborn Notice how Trump is shorter, even with his lifts

Also I love the casual implication that there's a Google conspiracy against Trump",neg
Mar-23,Google Parent Company Alphabet Makes Breakthrough in Quantum Computing https://t.co/sMxp6d6WnK,pos
Mar-23,@GYamey Expect to be flooded with this as Microsoft brings in 'copilot' using AI to enable powerpoint presentation by prompt. It's a new world for us puppy-refusing parents. 😬,neg
Mar-23,"Some general steps for applying machine learning to SEO: 🤖
1-Define the problem: such as predicting search engine rankings or identifying the best keywords to target.
2-Collect data: Gather relevant data from various sources such as Google Analytics, Google Search Console👇 #seo",neu
Mar-23,Realized today that my last dog is my Avi on Google &amp; his predecessor is my Avi on 2 other sites. Anyone else do this??? https://t.co/4dpMHvjWpm,neu
Mar-23,"@samuel_costner @stunnastream11 @RespectfulMemes people can prove that 1+1=2 .
People can prove that if you throw an apple, it will always fall.
Can you prove that god exists?",neu
Mar-23,Just had to see Jumbo Josh x Banban fanart on google images i'm going insane,pos
Mar-23,Why does it annoy me to no end when I see comments like “well Eve shouldn’t have ate the apple” …like your goofy ass really let the colonizer condition you into blaming women as a default,neg
Mar-23,@jamesvgingerich I'll believe it when #Apple claims it.,neu
Mar-23,Google will release a “self-serve tool” to enable Stadia’s controllers to connect to other devices next week .....Please follow to show support..... https://t.co/njwX4t9L4Q,neu
