Datetime,Text,Username
Dec-2022,"Data at Work: Best practices for creating effective charts and information graphics in Microsoft Excel (Voices That Matter) L73VBOV

https://t.co/fCvOiSVLhF https://t.co/l60tQ9hJgy",vandervortdqp
Dec-2022,"@FreedomFinLB This is some of the stocks I own: Apple, Crown Castle, Csco, Microsoft, JPMorgan, Wells Fargo, Qcom, Ford, AT&amp;T, Vz, Coke, Altria, SPG, PRU, Ares, BEP, EVA, EPD, ET, Eng, CVX, Vici, and others. Why would I ever “dividend stock trade?” Don’t understand the purpose.",Scott35342155
Dec-2022,Is funny to hear efforts to normalize ‘sex work.’ Few years ago there was story of Korean women who were sold off as prostitutes in US to pay debts their family incurred to Korean underworld. They were put up in luxury apartments and sold 10-12x a day to mostly Microsoft nerds.,FischerKing64
Dec-2022,"Note, its completely possible for SNOWFLAKE to write pieces to work in conjunction with this new feature to automate it coming into Snowflake. Also, note, This is a Microsoft V1 feature and includes a lot of ""gotchas"".  As Microsoft always does, this will get better over time.",FinallyFoolin
Dec-2022,"@SteveWagsInvest My two favorite dividend stocks are Apple and Microsoft. Frankly, because they are the only individual stocks I own. The rest of my stock allocations are in index funds that also have yield.",OtherKindsMoney
Dec-2022,"@lindyli There are thousands of US companies in China including Apple, Microsoft, Amazon, Facebook, IBM. Loans need to be paid back or they get reported as income. Daniels payment was a legal transaction by contract. It’s documented where Trump’s salary was given to. Again, u hv no story.",american4sense
Dec-2022,"@backtolife_2023 Doesn't re-opening hirts his Microsoft stock price??? And, vaccinating helps re-opening of everything, according to him.

So, is he working against himself??

It is easy to spread propaganda, but even before the pandemic, he had everything one could have imagined.",d3p3nds
Dec-2022,"@talkthematter We're a good bet for you with thousands of students that have passed through us and over 14 years of experience. Our students work at Google, Microsoft and Interswitch just to name a few.",sqicict
Dec-2022,Why the fuck does my Microsoft word not work without wifi. What the hell,nyubie__tbz
Dec-2022,my microsoft store is not opening. ive tried every possible suggestion on how to make it work but still has not :(,mylittleone_svt
Dec-2022,"My tech prediction for 2023. It’s a crazy one, but why go for an average one, right?

Here it goes:
Microsoft or Amazon will acquire @nothing, and @getpeid will work on an AR/VR to add to the line of phone &amp; earbuds that Nothing offers.

What do you think @JoannaStern @MKBHD ??",Tuviae
Dec-2022,"@7thSpringArtist @JohnElwes1 @UnificationUND amzon clouds and Microsoft azure they will work for everyone who pay them for cloud what's the big deal here,without #Shibarium Unification  is useless is there any other clients they have in the market tell me ,if they to much clients in market means that is the recogniation",MynameiShibinu2
Dec-2022,@nixcraft Third party apps need to be update manually. Windows default functions will be *always* updated when there is any Windows update - which is almost forced by Microsoft. Game over in sysadmins perspective. I know it sucks but for normal work that’s mostly fine.,kevinleeus
Dec-2022,"WATCH STOCK MARKET ENDS 2022 THESE WERE THE BEST TRADES. https://t.co/535CasVxW8 

#FAANG #Stocks #Trading #DAYTRADING #STOCKMARKET #STOCKTRADING

#Apple $AAPL
#Microsoft $MSFT
#Amazon $AMZN
#Facebook $META
#Alphabet $GOOG
#Tesla $TSLA
#NVIDIA $NVDA
#Netflix $NFLX
#Alibaba $BABA",eduWallStreet
Dec-2022,"@Mikenwoke3 @Geek1791 @DrLoupis Many.  Take it all, take every cent Microsoft makes every year.  What you’ll have is no more Microsoft, many more unemployed people that used to work at Microsoft and still not enough to make a dent in Medicare/Medicaid spending in a single year.  Emotions don’t help budgeting.",ddyynnxx
Dec-2022,"Microsoft Activision-Blizzard First Pre-Trial Hearing is Set for January 3 #stock-market
https://t.co/1XQeuppVOi",Parytecom
Dec-2022,"@ethunderx @juno_an @RinoTheBouncer well obviously it is MS fault lol, it isn't going to be Sony or Nintendo's fault, that is like saying its Microsoft's fault  that Sony has basically no genre veriery anymore. All 3 have or had issues they need to work on",rando9292
Dec-2022,@Filmora_Editor YOU messed up! Admit it! Stop blaming us! Blame the genius executive that came up with the idea and let him go to work at Microsoft.,Crypto_Cocktail
Dec-2022,"Microsoft 2022 stock return: 
-28,02%
#MSFT
https://t.co/PgGfomsvBU",sotirisSivridis
Dec-2022,"I hate to be a product endorser, but I have to say that the Microsoft Surface Pro 8 Tablet running WSL2 comes pretty close to things made in heaven.  I love it that I can work simultaneously in the Ubuntu and Windows environments with equal ease. #surface #surface_pro",AvinashKak1
Dec-2022,"Wish for 2023:
My friends who work for Microsoft stop  telling us to ‘Bing it’. It’s not going to happen fellas.",JoshRAgee
Dec-2022,"Most games now work natively on Linux.

Microsoft Windows *might* fall out of favour to gaming audiences and be relegated to office or home environments but it's hard to tell, depends on what OS the Box uses.",rocketlanterns
Dec-2022,"@thecolumbian 15 years ago Wenatchee heads be like:
We needs that Seattle money…Microsoft employees PLZ buy property over here. We’s install fiber lines so you can work from home. 
Don’t know how things got so expensive in the Big W, TBH",m8xpayne
Dec-2022,@RBReich Thats right. Monopolies are able to reduce their costs by not having to compete against others for resources. Thats how monopolies work. Rather than apple and microsoft competing for minerals for phones and tablets a single producer will be able to cut competing products.,Valianttheywere
Dec-2022,@RachelLtilley @Radarsteal1 I have uninstalled and reinstalled sooo many times. Somehow my Microsoft account is inexplicably linked to the work one. I have a personal 365 subscription and none of the other Microsoft products do this. I can use it through the browser fine. I just can't download it.,evamarie41
Dec-2022,"@DrLoupis In their minds, they believe themselves to be “The” World Leaders already. They’re having all of these meetings, Billionaires, discussing us on our dime. Besides running Microsoft at work, these ppl mean nothing. Yet they’re everywhere.",KellerVjlk
Dec-2022,"But in 10 years, my hope is that almost no IT departments need ESXi, EC2, Azure VMs, etc.  I hope Microsoft licensing doesn't even include Windows Server, SQL Server, etc. and that when you're in Linux, it's for your personal projects, not anything server-related at work.",el_jasoon
Dec-2022,"Year 2022:
-Did not work hard as required.
-Fulfilled some goals but not up to the mark.

Year 2023:
-Will work my ass off. 
-Bugcrowd top 500
-Apple, Microsoft HOF
-Get my parents their dream house.
-Will also focus on Swag collections. 🥸
-Explore Web3.

#BugBounty",Huh0x01
Dec-2022,"Innovate the best for your Nation &amp; win a chance to get awarded by your protectors. 💯🤩

🏆 Grand pool of ₹5 Lakhs and an amazing opportunity to work 💼 with #Karnataka State #Police.

➡️ Submit your idea ASAP: https://t.co/eTX1HFFVYK

#Policehackathon @kspfactcheck @Microsoft https://t.co/QHpogH0zIR",hack2skill
Dec-2022,"I am thankfully a trained virtual assistant with ALX Africa and I have a rounded efficiency with Microsoft office and Google suites but I work remotely.
Please feel free to give me a trial and see my work quality for a period of 3 weeks to decide if I am what you want.

– Gideon",Giddydigital
Dec-2022,#StockMarket Sell-Off: Is Microsoft a Buy? - Nasdaq https://t.co/1rPr5nlsPW https://t.co/JwhA8H0QkK,Stock_Market_Pr
Dec-2022,"2022 Wrapped 🎊
- Got to work with 2 orgs, due to a win in the CloudNative Hackathon
- Did contractual work with an org
- Attended meetups of @github @Microsoft #Web3 
- Got multiple job offers 🔥
- Attended a concert for the first time
- Travelled a lot 🥰
Happy New Year 🎊",stompingdrake
Dec-2022,"@ruffydfire I hold bachelors degree in mass communication, i can work as a customer care reprepresentative, i can also work as a virtual assistant. I am profficient with the microsoft packages",Celsony4Christ
Dec-2022,@ohiswellington @ruffydfire I'm medical student in KASU with very good knowledge of Microsoft office and data analysis. Can I work remotely?,Shepdee_Cyrex
Dec-2022,"Finally me in a few great; part C4 Inclusion Festival, V &amp; A performance, Doha Debates, Four Deaf Yorkshire Men: Dating, Microsoft &amp; Signly Corporate, Poetry and interviews.

Amazing year for me of course not easier but keep going both work and my family.

Hope to see 2023 best.",Deaf1Sign
Dec-2022,There's some great Microsoft training videos on our YouTube Channel - giving you and your staff #productivity in the work place - check them out https://t.co/ndWJeyMAS2 https://t.co/S7wOXV2MoC,jjsystems
Dec-2022,Lot of people thought Microsoft was “stuck” in 00’s and stock price floated around $30 for some time. Look where they are now even after $100 down from its peak. https://t.co/ADwZknBrC1,shunm_en
Dec-2022,"@FableReboot @NextGenPlayer True, but alot of them are and even new games and new AAA-games are on Game pass.
making buying the produce on Xbox less appealing, why bother when you can play them for free.
this this why Microsoft is buying Studio's, less willing to work with them because of this",smegy89
Dec-2022,"@draxbt Never. OpenAI in partnership with Microsoft (who provide compute through Azure &amp; are working to incorporate GPT into Bing in the near future), who are planning to add another $1B of investment to their already sizable position.

&amp; Google's work in AI is pretty extensive already",noclearmotive
Dec-2022,@Reuters Ppl works in Bulgaria for Microsoft with university degrees for a salary of 800 dollars In the stores Lidl and Kaufland on the register sales man gets higher salary with no university degree,DelyanaPenkova
Dec-2022,"@SlimNasty2013 @Microsoft @nvidia Did rolling back the driver work for you? On Steam a lot of people are saying rolling back didn't help. I tried briefly but it just didn't seem very stable, it didn't freeze, but kept hanging when I tried to load the menu, so gave up on it.",ConstrnGamer
Dec-2022,"or just freaking download VC++ 2005 SDK, but I know that won't work anyway because Microsoft, Windows, and Visual Studio suck",ptr__WESLEY
Dec-2022,"Hiring alerts 🚨 

⭕️ Microsoft is hiring Software Development Engineer (Research)!

💸Salary: 13-16 LPA

Apply now 👇👇👇

🧵🧵🧵",therjrajesh
Dec-2022,Microsoft Corp. stock underperforms Friday when compared to competitors - MarketWatch https://t.co/DwXGixYGOf,regibonn
Dec-2022,my dad work at microsoft if you dont leve me alone ill get you IP ban.,fazebeast53
Dec-2022,"@raskassa @addisale @ICTET @iceaddis @PragmaAdvisory As you well know and as stated above Microsoft does that for Germany (keeping German data in Germany) so as long as the economics work, I think the public cloud vendors will enter and meet the legal requirements.",TameratGebchara
Dec-2022,"@CheapAzzGamer @P5ilentknightx2 @ThatGenericEric Sony is a company, those are branches of the same company. They also work in electronics. They produce TVs, radio, PC. The point I'm making is sony and Microsoft are companies, they do not posses a soul or feelings. They want our money, nothing else. The tribalism helps no one",Blackwings1379
Dec-2022,"@sulamitaivanov If you would have asked me a six months ago. No, I’ve managed to do fine without it and work at Microsoft. However as someone who is trying to move into a specialist role and maybe even relocate across the pond. It would have made things easier.",SumnerOps
Dec-2022,"@ImadeIyamu The Microsoft package is for school, not work",akintheodoxx
Dec-2022,@butchjpg People who screenshot Microsoft paint instead of just uploading the art. Their art looks great regardless but the Microsoft paint screenshot just makes it seem like they wanna be seen as special for using the program to achieve whatever lvl of work they did,Chillalfa
Dec-2022,"@OneRadChee @ElleDaLD Microsoft is closing some of their in person spaces to save money on rent.  Not sure if it's on purpose given Elon's anti remote work posturing.  In the end Twitter already has work from home infrastructure, and this will save money.",ElsieRuger
Dec-2022,@Magnanimo_s @Microsoft @dataleum @Twitter Greater work,Mo_Temitayo
Dec-2022,"@lovelacecoding My friend's son has just started work after uni, and he is using C#. Seems happy with it. Rust is similar but not owned by Microsoft (I worked at Sun for 15 years, so ""not Microsoft"" is a plus for me). I used to write in pre-Sun, so maybe I should give C# a go.",timjinx
Dec-2022,"@Nothennyfr .....""buy MicroSoft stock""",marcrizaulait
Dec-2022,"I am not brave, I do not fight, have never fought, I work in asset management and only fight in subtle ways on Microsoft Outlook. I'm terrified.",siIverpapermoon
Dec-2022,"#Google #META #Microsoft and #apple may set another round of #layoffs , around 25,000 combined numbers are expected across LOB and geo locations.
#recession",PunditAsia
Dec-2022,"View my verified achievement from @microsoft.

After months of dedication and hard work, I am happy to announce that I have successfully passed the Microsoft AZ-400 exam! https://t.co/dbDI3Dcm5j",cemkizill
Dec-2022,"Data at Work: Best practices for creating effective charts and information graphics in Microsoft Excel (Voices That Matter) 8B1VNFM

https://t.co/MefYU9vVMp https://t.co/l2hChmSCxK",germaine8ubh
Dec-2022,"do. The priority of most of the people of culture was that they leave a legacy and the surest way to do that is not to work at Microsoft as a coodjeet but to have many abled, healthy, children with right adab so that they can succeed.",ShafeeqTurab
Dec-2022,@garrytan Microsoft wiped off his hair just like the stock price,radcraftor
Dec-2022,"Accountant at Swift Consulting Ltd

Location: Surulere, Lagos

Job Requirements
＊Candidates should possess an OND / HND qualification with at least 2 years relevant work experience.
＊Microsoft Excel proficiency

CLICK TO APPLY NOW 👇 
https://t.co/KWDKXQfBz9 https://t.co/E1RzMyTG60",Jobnetworkng
Dec-2022,"2. Getting to interview with Microsoft
Some of my colleagues &amp; I got interviewed my Microsoft about the work being done @BCN_Foundation while using Microsoft tools. I got to talk about covering important issues in my hometown such as the homeless crisis in Stockton. https://t.co/QlijK2ovP2",NewsByVictoria
Dec-2022,"@autremorn @brallivar @AgentShadowolf @NextGenPlayer That won't work either, Microsoft is going to be under a microscope for the next several years, regardless of if the ABK deal goes through, and if it does, Sony and Nintendo are going to buy up the devs they have good relationships with, it's gonna suck.",Vegabond85
Dec-2022,"What's happening with the stock markets, here's a final update for 2022

This Week Covers
- Week That Was In The Markets
- How Things Look Like For the S&amp;P 500
- Bellwether stocks and forecasts - Apple, Microsoft, Amazon, Meta 
- More Stocks- Costco, PayP…https://t.co/04bN3ljRzL",alpeshbp
Dec-2022,@paulsanders87 @FlemmingRiis Pim doesn’t work for this. I believe Microsoft has even put out a doc about this. I’ll post it here if I find it.,BruceSaaaa
Dec-2022,@jeffstorobinsky @CNN @MSNBC I was one of the first to purchase the initial stock offerings for Apple and Microsoft…,TODauer
Dec-2022,"@dina29012 @BlueCheckBandit @colinpthomson @GrantCardone I think you are incorrect.  When I work for Microsoft to become director, vp, Gm you needed a masters to do strategy and planning.  Not everyone had it in those positions but it made the moving up a lot easier.",pedroacantu
Dec-2022,"New data from Microsoft’s Work Trend Index finds that despite early signs of a productivity boom during the pandemic, there’s a steep divide between how workers and their employers see productivity two years later. https://t.co/9YbzHw8zGC",Forbes
Dec-2022,"Guys, for something like an online yoga class, will Microsoft Teams Essentials plan work? I disconnected my Zoom Pro account but the free plans on both don't work for us due to time limit",Shailendree
Dec-2022,"Biggest tech stock losses in 2022:

Apple:        -$851 billion (-27%)
Amazon     -$832 b (-50%)
Microsoft: -$728 b (-28%)
Tesla:         -$677 b (-65%)
Meta:         -$465 b (-64%)
Nvidia        -$376 b  (-50%)
PayPal       -$141 b  (-63%)
Netflix:      -$138 b  (-52%)",AsadAgnostic
Dec-2022,"@araskin Reminds me of Microsoft’s stat earlier during the pandemic, where on average each employee was putting an hour more of work, however more hours didn’t mean more productivity. https://t.co/oPSCx0aWda.",Madhuraraju
Dec-2022,@Radarsteal1 I am in a battle with them. I try to get my own personal account but it refuses to disconnect from my old work account. Work says Microsoft has to do it. Microsoft says work has to do it. So I use Zoom.,evamarie41
Dec-2022,@USAID’s work fosters partnerships between Vietnamese universities and U.S. higher education institutions such as @Harvard @ASU and @IndianaUniv as well as companies like @Microsoft @Google @Oracle @intel @amazon  #USAIDvietnam #education #Vietnamese #USAID https://t.co/fgfNkEMyeX,USAIDVietnam
Dec-2022,"🤣🤣🤣

How many times do I have to say that Microsoft is NOT a consumer product company? With the exception of Xbox, no consumer offering survives. Don’t say Windows, that’s a Productivity product be it for work or home. Fool me once…Fool me 100 times and…been there done that.",halberenson
Dec-2022,"A #scaleable #Task, #Project &amp; #Work #Management Tool. Examples (not recommending… yet) - @asana, @mondaydotcom, @Atlassian (#Trello or #Jira). Mindful, another #tweet will be about other tools like @Microsoft 365 come with some capability, e.g. @MicrosoftToDo.",BriceNeilson
Dec-2022,"@LaurelsSpy Buy Microsoft stock?

https://t.co/N0jI6fvZo2",pd_monkey
Dec-2022,"Please wish Amanda McNeil a HAPPY BIRTHDAY and show her max love 🎂🎂🎂♥️♥️♥️

Connect with her + like share comment and love her work!

LinkedIn Microsoft @lassieng 🎆 🎇 🧨

#happybirthday https://t.co/IB8XGAMDsG",EdwardZia
Dec-2022,"Fuck that stock foreal, this why I dnt pay for Microsoft office anyways",Cheddy720
Dec-2022,"@NTDEV_ In this, the year of our lord 2022, you can't boot into Windows 10 or 11 setup on a Surface Book 3 and have the keyboard work. You have to use an external USB keyboard - on a Microsoft device no less!

Something tells me you'll be waiting a while for this request.",jaylagorio
Dec-2022,@Inspiteofmysel1 @Jikkyleaks @dr_SDRK Has anyone discussed the cDNA created by the mRNA transcription. That complementary dna is owned by the mRNA patent owner. Supreme Court ruling back in 2013. I’ve been talking about it since March 2020 bc of Microsoft cryptocurrency patent Www666 measuring work of body &amp; mind,24KtMagi
Dec-2022,"@PelliejJ @NEWSMAX Possibly, but he doesn't need a portion to go to the ""non-charitable"" beneficiary because the $$ are so big.  Benefits 1:  Current Taxable Deduction.  2:  Eliminate Estate Tax and impact of selling 1/2 of Microsoft on his death.  3:  Perpetual control of Microsoft Stock.",Bernardinho_P
Dec-2022,@Hamp_LeeHampton @BRAP_Podcast @dleonxl @ReutersLegal None of that talks about the FTC not filing for an injunction to block the deal in court but in instead trying to prolong the process to get Microsoft and ABK to back out instead.. that is their current tactic and the one that likely won’t work.,Srnunez1023
Dec-2022,"Job Microsoft Systems Centre Service Manager-68651 Salary Market Related
Location Johannesburg
Apply https://t.co/0Q8jyTdOkv",UniquePersonnel
Dec-2022,@EricSpracklen Quite a few. I work retail near the Microsoft campus,TheBrennanCo
Dec-2022,"Thinking about trading options or stock in Apple, Novo Nordisk, Microsoft, Taiwan Semiconductor, or Walt Disney? https://t.co/2ImhgHHRPi",CrweWorld
Dec-2022,@maxedapps I would like to work on Microsoft technologies so provide C# or .Net Core,mansoor_raffi
Dec-2022,"@DigThatData @dreamingtulpa @EMostaque Really appreciate the work you all have put in. World changing stuff!

Also “I quit my job @ microsoft out of boredom” is such a flex haha",projectgreybird
Dec-2022,@Nothennyfr Buy Microsoft stock,DiegoAlabama
Dec-2022,"PLEASE remove the hyphen between Non and Truthful. Non is a prefix, which are not hyphenated. Soooo many people--and Microsoft Word--get this wrong. Correct: 

Stop Another Nontruthful Officer Seeker Act.

Yes, I know, now your acronym doesn't work, but at least it's correct.",operasingerBB
Dec-2022,"@benschuyler @milkkarten And tools like Grammarly and Microsoft Editor work in every web client I've tried them in. Heck, they worked in Sprinklr.",jaydeflix
Dec-2022,Azure Boards – Organize and Plan All of Your Work - Microsoft Community Hub https://t.co/nbgE5XrCbx #AzureDevOps #GitHub #MicrosoftTeams,wesmacdonald
Dec-2022,"@Tdawg4life1 @JohnnyPostOak @alexandrabotez @googledrive @googledocs Yes I’m sure you know exactly how Microsoft servers work and all of their intricacies.  Clearly they have software or something else that prevents something from being permanently deleted, and it has nothing to do with “writing over”.  You keep saying “go on” but correct nothing",Bezwin34
Dec-2022,"Per @Axios, Microsoft (Nasdaq: $MSFT) agreed to buy a 4% stake in the London Stock Exchange Group (LSE: $LSEG), valued at £1.5b, as part of a 10-year commercial partnership. The seller was @blackstone/@thomsonreuters. https://t.co/VErZ0PD30g #axiosprorata",paulhart1
Dec-2022,"@PlayerEssence @NosiddaRogue Maybe not that powerful to Compete  series x or 5 but with series s, the best approach for me is do what Microsoft did by releasing portable device and home device with the same architecture, this way it will work in both device the difference is will run butter in home device!",otakugamer1412
Dec-2022,"@Realreligion4me @NEWSMAX Tell yourself that if it makes you feel better.  It is an Estate Planning vehicle that prevents a massive sale of Microsoft stock to pay tax on his death, as well as maintaining control of the company.  Pretty smart, actually.  He convinced Warren Buffet to do the same thing.",Bernardinho_P
Dec-2022,"@NEWSMAX No, really he divested himself of enough Microsoft stock to avoid current year income tax.  That stock goes to HIS foundation and ensures his estate will control Microsoft in perpetuity, while also avoiding $Billions in Estate Taxes.  Pretty good PR team on this one.",Bernardinho_P
Dec-2022,"Warren Buffett this year has surpassed Jeff Bezos in wealth and closed in on Bill Gates. Overtaking Gates would make Buffett the second-richest American, after Elon Musk. Berkshire Hathaway stock rose this year, while #Microsoft, #Amazon, and #Tesla shares plunged.",__CryptoNews
Dec-2022,@bdsams what other uses could microsoft find for their xcloud servers that aren't gaming related. I imagine gaming load peaks after work/school when people get home. If they could find ways to make money off them during the work day it would be a big deal.,w6jwa
Dec-2022,"The Stock Market fell significantly in 2022,after a great 2021.DJI dropped 3,191 points(-8.78%), Nasdaq down 5,178(-33.1%) and S&amp;P lost 927(-19.4%).Our Microsoft investment fell 96(-28.7%).From what I hear, the Stock Market should increase by 20% in 2023.Just saying!!!",larrywcarver1
Dec-2022,"@mafrank48 @JohnathanPerk I can't fix a hard drive that Windows will literally not work on because it's so old. I can't make Microsoft keep supporting older Windows programs so I don't have to buy a new hard drive. So, I have no choice but to buy a new hard drive, because Microsoft wants more $ from me.",LinimentCake
Dec-2022,"Oh hey the Microsoft search bar doesn't work if the internet isn't

Fun.

Xfinite is experiencing outages.

Joy.",HRustyBuck
Dec-2022,"These things have far reaching consequences.

I'm am in a fix trying to pay for my Microsoft Office subscription. I cannot access and work on some documents in the cloud.

Which means I can't deliver just yet, which means I don't get paid, which means I'm broke for longer.",ShuyiOlutimi
Dec-2022,"I promise this does work: If you connect a Microsoft
keyboard, it will work.",ho11492935
Dec-2022,@getwired @RonFilipkowski You mean like how Microsoft is now. So how is it to work for a really evil man and company?,pegasus463
Dec-2022,@EsotericCD You settle for being bored with the knowledge you’ve precociously asked your family not for toys for Christmas but Microsoft and Amazon stock,AaronCSmith1
Dec-2022,@HodlVendetta Yep. And Data sets are l the new oil. Microsoft deal with London stock exchange kicked off the drilling. No coincidence they are working with open AI.,_Big_Jock
Dec-2022,"@LenValyrian AWS, Azure and Alibaba. Registered  for AWS privately, and Azure (Microsoft) through work.",ZeeDOTmo
Dec-2022,"Microsoft and Google are not playing nice today. I had such hopes the latest Windows update and Chrome browser would resolve the issues before going back to work and needing both to work. Alas, not so.",sampsongregory
Dec-2022,@JockCartier @PeterDyakowski @MikeHoganArgos @PodskeeWeeWee It’s on my Microsoft surface that I just got for work…it takes a lot of Will power to not doodle the day away,Brazilian_Ty
Dec-2022,"Microsoft stock underperforms Friday when compared to competitors
$MSFT
#Ainvest #Ainvest_Wire #market #Investing #tradingsignals 
View more: https://t.co/lTXh1dzMi0 https://t.co/pManFk4bnn",Ainvest_Wire
Dec-2022,"@EvasTeslaSPlaid @elonmusk Are u sure? Elon  tsla  did not announce stock buy back program why?something is wrong .Microsoft ,Baba  announce stock buy back  when there was blood bath  but tsla did not why ? ....",Everesttrade12
Dec-2022,@5Kvette @mhiggins Do you happen to have the speech and prompt you could share with me? I would love to feature this as a use case for ChatGPT at work (Microsoft),jenny____ai
Dec-2022,"@LearningatCisco CCNA, CISSP and some Microsoft ones for work. Gotta catch em all!",jtsveigdalen
Dec-2022,"@tohire_ng #Microsoft Office lagos, I am set to work  with you in 2023",OlanipekunMobo2
Dec-2022,"One of my achievements this year was being accepted for a role at Microsoft.

I’ve always wanted to work at Microsoft, but the feeling of not being good enough, doubting myself, “will I fail” etc, held me back. 

Thanks to all who supported me

Believe in yourself, you can do it! https://t.co/JaTndQodrF",ITSupportBlog
Dec-2022,The support team at my job told me that I should be using “Microsoft edge”… not sure if I want to work here anymore,NftSea
Dec-2022,My work got Microsoft teams and now we send gifs back and fourth.  BEST thing to happen for the office.,Mads028262
Dec-2022,@windowscentral What’s going on with Microsoft’s $1500 phone that’s been out of stock since September? Clearly abandoned,Ridonk_TD_King
